学校,文理科,招生省份,平均分数
黑龙江科技大学,文科,辽宁,453.0
黑龙江科技大学,文科,吉林,384.8
黑龙江科技大学,文科,黑龙江,461.25
黑龙江科技大学,理科,上海,336.75
黑龙江科技大学,文科,江苏,317.0
黑龙江科技大学,文科,浙江,470.25
黑龙江科技大学,理科,安徽,430.6
黑龙江科技大学,文科,福建,441.0
黑龙江科技大学,理科,山东,512.8
黑龙江科技大学,文科,湖北,478.0
黑龙江科技大学,文科,湖南,455.0
黑龙江科技大学,理科,广东,496.6
黑龙江科技大学,文科,重庆,461.0
黑龙江科技大学,理科,四川,474.6
黑龙江科技大学,文科,陕西,463.8
黑龙江科技大学,文科,甘肃,370.0
黑龙江科技大学,理科,河北,522.4
黑龙江科技大学,理科,山西,429.0
黑龙江科技大学,理科,内蒙古,372.75
黑龙江科技大学,理科,河南,494.2
黑龙江科技大学,文科,海南,549.5
黑龙江科技大学,文科,广西,366.2
黑龙江科技大学,理科,贵州,310.3333333
黑龙江科技大学,理科,云南,410.0
黑龙江科技大学,理科,西藏,516.0
黑龙江科技大学,理科,青海,278.5
黑龙江科技大学,文科,宁夏,417.5
黑龙江科技大学,文科,新疆,466.0
黑龙江科技大学,文科,江西,441.5
大庆石油学院,理科,北京,503.0
大庆石油学院,文科,天津,341.0
大庆石油学院,理科,辽宁,418.6
大庆石油学院,理科,吉林,429.0
大庆石油学院,理科,黑龙江,376.25
大庆石油学院,理科,上海,400.0
大庆石油学院,文科,江苏,276.5
大庆石油学院,文科,浙江,552.0
大庆石油学院,文科,安徽,466.4
大庆石油学院,文科,福建,538.0
大庆石油学院,文科,山东,494.8
大庆石油学院,文科,湖北,418.2
大庆石油学院,文科,湖南,537.0
大庆石油学院,文科,广东,516.0
大庆石油学院,文科,重庆,547.0
大庆石油学院,文科,四川,531.0
大庆石油学院,理科,陕西,428.6
大庆石油学院,文科,甘肃,416.25
大庆石油学院,文科,河北,463.0
大庆石油学院,文科,山西,377.6
大庆石油学院,理科,内蒙古,334.8
大庆石油学院,文科,河南,450.5
大庆石油学院,理科,海南,526.0
大庆石油学院,理科,广西,449.0
大庆石油学院,理科,贵州,521.0
大庆石油学院,文科,云南,537.0
大庆石油学院,文科,青海,344.75
大庆石油学院,理科,宁夏,499.0
大庆石油学院,理科,新疆,354.25
大庆石油学院,理科,江西,437.2
齐齐哈尔大学,文科,北京,464.0
齐齐哈尔大学,文科,天津,414.6666667
齐齐哈尔大学,理科,辽宁,444.6666667
齐齐哈尔大学,理科,吉林,358.6666667
齐齐哈尔大学,文科,黑龙江,439.0
齐齐哈尔大学,理科,上海,332.0
齐齐哈尔大学,理科,江苏,320.5
齐齐哈尔大学,文科,浙江,434.3333333
齐齐哈尔大学,理科,安徽,471.25
齐齐哈尔大学,文科,福建,432.5
齐齐哈尔大学,理科,山东,506.6666667
齐齐哈尔大学,文科,湖北,472.0
齐齐哈尔大学,文科,湖南,442.75
齐齐哈尔大学,文科,广东,506.75
齐齐哈尔大学,理科,重庆,462.5
齐齐哈尔大学,文科,四川,463.0
齐齐哈尔大学,理科,陕西,450.0
齐齐哈尔大学,文科,甘肃,449.25
齐齐哈尔大学,文科,河北,504.0
齐齐哈尔大学,文科,山西,477.0
齐齐哈尔大学,文科,内蒙古,354.75
齐齐哈尔大学,理科,河南,475.25
齐齐哈尔大学,理科,海南,541.0
齐齐哈尔大学,文科,广西,397.0
齐齐哈尔大学,理科,贵州,374.3333333
齐齐哈尔大学,理科,云南,406.25
齐齐哈尔大学,理科,西藏,513.5
齐齐哈尔大学,文科,青海,348.0
齐齐哈尔大学,理科,宁夏,418.3333333
齐齐哈尔大学,理科,新疆,420.0
齐齐哈尔大学,文科,江西,468.6666667
黑龙江八一农垦大学,理科,天津,422.25
黑龙江八一农垦大学,理科,辽宁,437.75
黑龙江八一农垦大学,文科,吉林,404.75
黑龙江八一农垦大学,文科,黑龙江,385.5
黑龙江八一农垦大学,文科,上海,428.0
黑龙江八一农垦大学,文科,江苏,307.6666667
黑龙江八一农垦大学,文科,浙江,446.75
黑龙江八一农垦大学,文科,安徽,465.75
黑龙江八一农垦大学,文科,福建,405.5
黑龙江八一农垦大学,文科,山东,485.25
黑龙江八一农垦大学,文科,湖北,439.0
黑龙江八一农垦大学,理科,湖南,436.25
黑龙江八一农垦大学,理科,广东,490.5
黑龙江八一农垦大学,理科,重庆,459.5
黑龙江八一农垦大学,文科,四川,460.75
黑龙江八一农垦大学,文科,陕西,431.0
黑龙江八一农垦大学,文科,甘肃,432.8
黑龙江八一农垦大学,理科,河北,470.5
黑龙江八一农垦大学,文科,山西,449.5
黑龙江八一农垦大学,理科,内蒙古,381.5
黑龙江八一农垦大学,理科,河南,454.0
黑龙江八一农垦大学,文科,海南,537.0
黑龙江八一农垦大学,文科,广西,379.25
黑龙江八一农垦大学,理科,贵州,371.0
黑龙江八一农垦大学,理科,云南,413.5
黑龙江八一农垦大学,文科,西藏,500.0
黑龙江八一农垦大学,文科,宁夏,420.6
黑龙江八一农垦大学,文科,新疆,397.75
黑龙江八一农垦大学,文科,江西,424.75
黑龙江中医药大学,理科,北京,455.0
黑龙江中医药大学,文科,天津,486.5
黑龙江中医药大学,理科,辽宁,507.5
黑龙江中医药大学,文科,吉林,489.0
黑龙江中医药大学,文科,黑龙江,458.75
黑龙江中医药大学,文科,上海,367.8
黑龙江中医药大学,理科,江苏,342.0
黑龙江中医药大学,文科,浙江,536.0
黑龙江中医药大学,文科,安徽,507.5
黑龙江中医药大学,文科,福建,439.0
黑龙江中医药大学,理科,山东,559.3333333
黑龙江中医药大学,文科,湖北,482.25
黑龙江中医药大学,文科,湖南,511.75
黑龙江中医药大学,文科,广东,494.3333333
黑龙江中医药大学,文科,重庆,506.75
黑龙江中医药大学,文科,四川,517.75
黑龙江中医药大学,理科,陕西,496.6666667
黑龙江中医药大学,文科,甘肃,460.0
黑龙江中医药大学,理科,河北,505.0
黑龙江中医药大学,理科,山西,485.0
黑龙江中医药大学,理科,内蒙古,442.5
黑龙江中医药大学,文科,河南,514.0
黑龙江中医药大学,文科,海南,572.3333333
黑龙江中医药大学,理科,广西,410.0
黑龙江中医药大学,理科,贵州,445.5
黑龙江中医药大学,文科,云南,504.6666667
黑龙江中医药大学,文科,西藏,515.0
黑龙江中医药大学,理科,宁夏,435.75
黑龙江中医药大学,文科,新疆,364.0
黑龙江中医药大学,文科,江西,502.25
牡丹江医学院,理科,天津,435.6666667
牡丹江医学院,理科,辽宁,463.6666667
牡丹江医学院,理科,吉林,419.0
牡丹江医学院,文科,黑龙江,461.6666667
牡丹江医学院,文科,江苏,320.5
牡丹江医学院,理科,浙江,470.6666667
牡丹江医学院,理科,安徽,471.3333333
牡丹江医学院,文科,福建,465.0
牡丹江医学院,文科,山东,497.3333333
牡丹江医学院,文科,湖北,453.6666667
牡丹江医学院,文科,湖南,464.0
牡丹江医学院,文科,广东,488.6666667
牡丹江医学院,理科,重庆,472.0
牡丹江医学院,理科,四川,460.3333333
牡丹江医学院,理科,陕西,454.6666667
牡丹江医学院,理科,甘肃,447.6666667
牡丹江医学院,理科,河北,486.0
牡丹江医学院,理科,山西,450.6666667
牡丹江医学院,理科,内蒙古,400.6666667
牡丹江医学院,文科,河南,477.25
牡丹江医学院,文科,海南,552.3333333
牡丹江医学院,文科,广西,427.6666667
牡丹江医学院,文科,贵州,387.0
牡丹江医学院,文科,云南,434.3333333
牡丹江医学院,文科,西藏,387.0
牡丹江医学院,理科,青海,349.6666667
牡丹江医学院,理科,宁夏,404.5
牡丹江医学院,文科,新疆,487.0
牡丹江医学院,文科,江西,473.3333333
哈尔滨师范大学,理科,北京,488.5
哈尔滨师范大学,文科,天津,473.0
哈尔滨师范大学,理科,辽宁,474.0
哈尔滨师范大学,理科,吉林,428.6666667
哈尔滨师范大学,文科,上海,359.3333333
哈尔滨师范大学,理科,江苏,313.5
哈尔滨师范大学,文科,浙江,441.3333333
哈尔滨师范大学,理科,安徽,487.5
哈尔滨师范大学,文科,山东,525.0
哈尔滨师范大学,理科,湖北,464.5
哈尔滨师范大学,文科,湖南,453.3333333
哈尔滨师范大学,理科,广东,489.3333333
哈尔滨师范大学,理科,重庆,463.0
哈尔滨师范大学,理科,四川,457.0
哈尔滨师范大学,文科,陕西,447.0
哈尔滨师范大学,文科,甘肃,442.3333333
哈尔滨师范大学,理科,河北,521.0
哈尔滨师范大学,文科,山西,467.5
哈尔滨师范大学,文科,内蒙古,363.0
哈尔滨师范大学,文科,河南,472.5
哈尔滨师范大学,理科,海南,555.0
哈尔滨师范大学,理科,广西,406.6666667
哈尔滨师范大学,文科,贵州,345.0
哈尔滨师范大学,理科,云南,400.5
哈尔滨师范大学,文科,西藏,346.0
哈尔滨师范大学,理科,青海,347.5
哈尔滨师范大学,理科,宁夏,380.0
哈尔滨师范大学,理科,新疆,368.0
哈尔滨师范大学,文科,江西,486.0
牡丹江师范学院,理科,天津,414.6666667
牡丹江师范学院,理科,辽宁,447.3333333
牡丹江师范学院,理科,吉林,408.3333333
牡丹江师范学院,文科,黑龙江,387.0
牡丹江师范学院,理科,江苏,311.5
牡丹江师范学院,理科,浙江,437.0
牡丹江师范学院,文科,安徽,419.5
牡丹江师范学院,文科,福建,411.0
牡丹江师范学院,理科,山东,474.0
牡丹江师范学院,文科,湖北,437.3333333
牡丹江师范学院,理科,湖南,437.0
牡丹江师范学院,文科,广东,474.6666667
牡丹江师范学院,文科,重庆,476.0
牡丹江师范学院,文科,四川,468.6666667
牡丹江师范学院,理科,陕西,430.3333333
牡丹江师范学院,文科,甘肃,415.6666667
牡丹江师范学院,理科,河北,458.6666667
牡丹江师范学院,文科,山西,433.0
牡丹江师范学院,文科,内蒙古,383.3333333
牡丹江师范学院,理科,河南,438.6666667
牡丹江师范学院,文科,广西,380.0
牡丹江师范学院,理科,贵州,354.5
牡丹江师范学院,理科,云南,407.3333333
牡丹江师范学院,理科,宁夏,404.5
牡丹江师范学院,文科,江西,488.5
绥化学院,文科,辽宁,436.6666667
绥化学院,文科,吉林,404.0
绥化学院,理科,黑龙江,382.5
绥化学院,文科,江苏,317.0
绥化学院,理科,浙江,450.5
绥化学院,文科,安徽,460.6666667
绥化学院,文科,山东,477.3333333
绥化学院,文科,湖北,440.3333333
绥化学院,理科,湖南,462.0
绥化学院,理科,广东,498.0
绥化学院,理科,重庆,454.6666667
绥化学院,文科,四川,467.0
绥化学院,文科,陕西,428.3333333
绥化学院,理科,甘肃,420.3333333
绥化学院,文科,河北,466.3333333
绥化学院,文科,山西,440.3333333
绥化学院,文科,内蒙古,374.6666667
绥化学院,文科,河南,442.6666667
绥化学院,理科,海南,524.0
绥化学院,理科,广西,383.6666667
绥化学院,文科,贵州,360.0
绥化学院,理科,云南,403.3333333
绥化学院,文科,青海,446.0
绥化学院,文科,宁夏,404.5
绥化学院,理科,新疆,500.0
绥化学院,理科,江西,455.0
哈尔滨商业大学,文科,北京,483.5
哈尔滨商业大学,理科,天津,481.3333333
哈尔滨商业大学,理科,辽宁,517.0
哈尔滨商业大学,理科,吉林,508.3333333
哈尔滨商业大学,文科,黑龙江,468.0
哈尔滨商业大学,文科,上海,354.75
哈尔滨商业大学,理科,江苏,329.3333333
哈尔滨商业大学,理科,浙江,477.3333333
哈尔滨商业大学,文科,安徽,522.6666667
哈尔滨商业大学,理科,福建,473.0
哈尔滨商业大学,理科,山东,535.0
哈尔滨商业大学,理科,湖北,490.6666667
哈尔滨商业大学,理科,湖南,463.75
哈尔滨商业大学,文科,广东,492.0
哈尔滨商业大学,文科,重庆,486.0
哈尔滨商业大学,理科,四川,473.0
哈尔滨商业大学,理科,陕西,478.75
哈尔滨商业大学,文科,甘肃,478.6666667
哈尔滨商业大学,文科,河北,554.0
哈尔滨商业大学,文科,山西,487.3333333
哈尔滨商业大学,文科,内蒙古,460.0
哈尔滨商业大学,理科,河南,533.0
哈尔滨商业大学,理科,海南,577.5
哈尔滨商业大学,文科,广西,415.0
哈尔滨商业大学,理科,贵州,462.0
哈尔滨商业大学,文科,云南,437.25
哈尔滨商业大学,理科,西藏,501.0
哈尔滨商业大学,文科,青海,351.75
哈尔滨商业大学,文科,宁夏,451.0
哈尔滨商业大学,文科,新疆,405.5
哈尔滨商业大学,理科,江西,512.3333333
哈尔滨体育学院,文科,黑龙江,418.5
哈尔滨体育学院,理科,安徽,470.25
哈尔滨体育学院,理科,山东,506.25
哈尔滨体育学院,文科,湖北,457.5
哈尔滨体育学院,文科,湖南,483.5
哈尔滨体育学院,文科,广东,385.0
哈尔滨体育学院,理科,河北,495.0
哈尔滨体育学院,理科,山西,446.5
哈尔滨体育学院,理科,内蒙古,379.0
哈尔滨体育学院,理科,河南,448.0
哈尔滨体育学院,文科,广西,322.0
哈尔滨体育学院,理科,江西,440.0
上海理工大学,文科,北京,564.0
上海理工大学,理科,天津,550.0
上海理工大学,理科,辽宁,580.75
上海理工大学,文科,吉林,563.2
上海理工大学,文科,黑龙江,576.4
上海理工大学,理科,上海,426.6
上海理工大学,文科,江苏,405.8
上海理工大学,文科,浙江,645.0
上海理工大学,理科,安徽,572.75
上海理工大学,文科,福建,561.2
上海理工大学,理科,山东,608.4
上海理工大学,文科,湖北,583.0
上海理工大学,理科,湖南,588.2
上海理工大学,文科,广东,577.25
上海理工大学,文科,重庆,556.0
上海理工大学,理科,四川,588.6
上海理工大学,文科,陕西,556.4
上海理工大学,理科,甘肃,533.2
上海理工大学,理科,河北,610.2
上海理工大学,理科,山西,558.6
上海理工大学,文科,内蒙古,539.6
上海理工大学,理科,河南,594.8
上海理工大学,文科,海南,655.75
上海理工大学,文科,广西,546.2
上海理工大学,理科,贵州,554.0
上海理工大学,理科,云南,578.8
上海理工大学,文科,西藏,555.6666667
上海理工大学,理科,青海,441.5
上海理工大学,理科,宁夏,491.75
上海理工大学,文科,新疆,518.3333333
上海理工大学,文科,江西,585.8
上海电力学院,理科,北京,519.25
上海电力学院,文科,天津,518.0
上海电力学院,理科,辽宁,525.3333333
上海电力学院,文科,吉林,463.6666667
上海电力学院,理科,黑龙江,514.25
上海电力学院,理科,上海,386.6
上海电力学院,文科,江苏,342.5
上海电力学院,文科,浙江,522.6666667
上海电力学院,理科,安徽,526.25
上海电力学院,文科,福建,480.0
上海电力学院,理科,山东,588.0
上海电力学院,理科,湖北,529.25
上海电力学院,文科,湖南,524.0
上海电力学院,理科,广东,521.3333333
上海电力学院,理科,重庆,525.0
上海电力学院,文科,四川,503.25
上海电力学院,理科,陕西,467.6666667
上海电力学院,文科,甘肃,476.0
上海电力学院,理科,河北,547.5
上海电力学院,理科,山西,518.6666667
上海电力学院,文科,内蒙古,496.3333333
上海电力学院,文科,河南,531.25
上海电力学院,理科,海南,610.25
上海电力学院,理科,广西,474.0
上海电力学院,理科,贵州,425.5
上海电力学院,文科,云南,494.0
上海电力学院,理科,西藏,478.0
上海电力学院,理科,青海,387.75
上海电力学院,文科,宁夏,429.6666667
上海电力学院,理科,新疆,467.0
上海电力学院,文科,江西,486.75
上海水产大学,文科,北京,483.2
上海水产大学,文科,天津,460.75
上海水产大学,理科,辽宁,483.2
上海水产大学,文科,吉林,464.25
上海水产大学,文科,黑龙江,469.6
上海水产大学,文科,上海,405.25
上海水产大学,理科,江苏,345.3333333
上海水产大学,文科,浙江,591.3333333
上海水产大学,文科,安徽,533.0
上海水产大学,文科,福建,537.3333333
上海水产大学,文科,山东,579.75
上海水产大学,文科,湖北,515.8
上海水产大学,文科,湖南,512.5
上海水产大学,文科,广东,553.0
上海水产大学,理科,重庆,478.0
上海水产大学,理科,四川,519.8
上海水产大学,文科,陕西,482.6
上海水产大学,文科,甘肃,407.75
上海水产大学,文科,河北,547.25
上海水产大学,理科,山西,503.2
上海水产大学,文科,内蒙古,443.6
上海水产大学,理科,河南,534.75
上海水产大学,文科,海南,627.4
上海水产大学,文科,广西,481.8
上海水产大学,理科,贵州,477.0
上海水产大学,文科,云南,451.75
上海水产大学,文科,青海,358.0
上海水产大学,文科,宁夏,420.25
上海水产大学,文科,新疆,479.75
上海水产大学,理科,江西,532.8
上海师范大学,文科,天津,446.5
上海师范大学,文科,辽宁,539.6666667
上海师范大学,理科,吉林,473.3333333
上海师范大学,理科,黑龙江,468.5
上海师范大学,理科,上海,430.5
上海师范大学,理科,江苏,356.25
上海师范大学,理科,浙江,422.75
上海师范大学,理科,安徽,532.0
上海师范大学,文科,福建,482.6666667
上海师范大学,文科,山东,579.25
上海师范大学,理科,湖北,535.3333333
上海师范大学,文科,广东,512.25
上海师范大学,理科,重庆,532.6666667
上海师范大学,理科,四川,560.6666667
上海师范大学,理科,甘肃,484.25
上海师范大学,文科,河北,372.0
上海师范大学,理科,山西,504.8
上海师范大学,理科,内蒙古,430.0
上海师范大学,理科,河南,549.0
上海师范大学,理科,海南,643.0
上海师范大学,文科,广西,492.75
上海师范大学,文科,贵州,479.25
上海师范大学,文科,云南,534.5
上海师范大学,理科,西藏,381.6666667
上海师范大学,理科,青海,431.0
上海师范大学,文科,宁夏,492.0
上海师范大学,文科,新疆,500.5
上海师范大学,文科,江西,475.0
上海对外经贸大学,文科,北京,583.25
上海对外经贸大学,文科,天津,573.0
上海对外经贸大学,理科,辽宁,597.8
上海对外经贸大学,文科,吉林,640.0
上海对外经贸大学,理科,黑龙江,593.4
上海对外经贸大学,理科,上海,451.0
上海对外经贸大学,理科,江苏,374.0
上海对外经贸大学,文科,浙江,568.0
上海对外经贸大学,文科,安徽,598.6
上海对外经贸大学,理科,福建,575.4
上海对外经贸大学,文科,山东,623.75
上海对外经贸大学,理科,湖北,584.8
上海对外经贸大学,文科,湖南,573.2
上海对外经贸大学,文科,广东,601.0
上海对外经贸大学,文科,重庆,586.0
上海对外经贸大学,理科,四川,596.0
上海对外经贸大学,理科,陕西,557.8
上海对外经贸大学,理科,甘肃,538.4
上海对外经贸大学,理科,河北,622.8
上海对外经贸大学,理科,山西,546.0
上海对外经贸大学,文科,内蒙古,494.5
上海对外经贸大学,理科,河南,599.6
上海对外经贸大学,理科,海南,677.5
上海对外经贸大学,理科,广西,547.8
上海对外经贸大学,文科,贵州,547.5
上海对外经贸大学,文科,云南,590.4
上海对外经贸大学,文科,西藏,486.0
上海对外经贸大学,理科,青海,499.0
上海对外经贸大学,理科,宁夏,588.0
上海对外经贸大学,理科,新疆,556.0
上海对外经贸大学,文科,江西,550.2
华东政法大学,文科,北京,576.4
华东政法大学,文科,天津,599.0
华东政法大学,文科,辽宁,611.4
华东政法大学,理科,吉林,589.0
华东政法大学,文科,黑龙江,594.6666667
华东政法大学,理科,上海,437.25
华东政法大学,理科,江苏,374.0
华东政法大学,理科,浙江,667.3333333
华东政法大学,理科,安徽,583.25
华东政法大学,理科,福建,570.0
华东政法大学,理科,山东,616.5
华东政法大学,文科,湖北,573.5
华东政法大学,理科,湖南,577.5
华东政法大学,文科,广东,590.5
华东政法大学,理科,重庆,584.25
华东政法大学,理科,四川,580.75
华东政法大学,理科,陕西,552.0
华东政法大学,文科,甘肃,527.0
华东政法大学,理科,河北,600.6666667
华东政法大学,文科,山西,554.0
华东政法大学,理科,内蒙古,531.0
华东政法大学,理科,河南,561.0
华东政法大学,理科,海南,704.0
华东政法大学,理科,广西,532.0
华东政法大学,理科,贵州,539.3333333
华东政法大学,文科,云南,581.0
华东政法大学,理科,西藏,500.75
华东政法大学,文科,青海,435.6666667
华东政法大学,文科,宁夏,526.5
华东政法大学,文科,新疆,566.3333333
华东政法大学,文科,江西,525.75
上海体育学院,文科,北京,483.0
上海体育学院,文科,天津,470.0
上海体育学院,文科,辽宁,501.0
上海体育学院,文科,吉林,532.0
上海体育学院,文科,黑龙江,441.0
上海体育学院,文科,上海,385.8
上海体育学院,理科,江苏,330.0
上海体育学院,理科,浙江,489.75
上海体育学院,理科,安徽,498.0
上海体育学院,理科,福建,494.0
上海体育学院,文科,山东,523.0
上海体育学院,理科,湖北,517.6666667
上海体育学院,文科,湖南,483.5
上海体育学院,理科,广东,539.75
上海体育学院,文科,重庆,476.25
上海体育学院,理科,四川,486.0
上海体育学院,文科,陕西,444.0
上海体育学院,理科,甘肃,443.75
上海体育学院,理科,河北,518.25
上海体育学院,理科,山西,479.0
上海体育学院,文科,河南,482.25
上海体育学院,文科,海南,551.0
上海体育学院,文科,广西,441.5
上海体育学院,文科,贵州,405.0
上海体育学院,理科,云南,444.5
上海体育学院,理科,西藏,341.3333333
上海体育学院,理科,新疆,497.0
上海体育学院,文科,江西,466.5
上海音乐学院,理科,天津,392.0
上海音乐学院,文科,上海,433.3333333
上海音乐学院,文科,江苏,363.5
上海音乐学院,理科,浙江,531.5
上海音乐学院,文科,安徽,577.5
上海音乐学院,理科,山东,575.0
上海音乐学院,理科,广东,570.0
上海音乐学院,文科,重庆,502.0
上海音乐学院,文科,河北,566.0
上海音乐学院,理科,山西,499.0
上海音乐学院,理科,广西,587.0
上海音乐学院,理科,贵州,467.0
上海音乐学院,理科,云南,502.0
上海戏剧学院,文科,上海,405.0
上海戏剧学院,文科,河南,522.5
上海戏剧学院,理科,云南,498.0
南京工业大学,理科,北京,519.4
南京工业大学,文科,天津,545.0
南京工业大学,文科,辽宁,551.0
南京工业大学,文科,吉林,536.75
南京工业大学,理科,黑龙江,552.75
南京工业大学,理科,上海,396.4
南京工业大学,文科,江苏,354.5
南京工业大学,文科,浙江,611.2
南京工业大学,文科,安徽,575.3333333
南京工业大学,文科,福建,542.0
南京工业大学,文科,山东,603.0
南京工业大学,理科,湖北,571.25
南京工业大学,理科,湖南,567.0
南京工业大学,理科,广东,559.25
南京工业大学,理科,重庆,562.25
南京工业大学,理科,四川,571.5
南京工业大学,文科,陕西,516.25
南京工业大学,文科,甘肃,514.5
南京工业大学,理科,河北,589.5
南京工业大学,文科,山西,519.75
南京工业大学,文科,内蒙古,494.5
南京工业大学,文科,河南,576.75
南京工业大学,理科,海南,632.5
南京工业大学,理科,广西,522.75
南京工业大学,文科,贵州,518.0
南京工业大学,理科,云南,535.0
南京工业大学,文科,西藏,586.0
南京工业大学,文科,宁夏,458.75
南京工业大学,文科,新疆,507.5
南京工业大学,文科,江西,484.4
江苏工业学院,文科,北京,477.0
江苏工业学院,理科,天津,495.3333333
江苏工业学院,文科,辽宁,469.25
江苏工业学院,理科,吉林,471.75
江苏工业学院,文科,黑龙江,458.6666667
江苏工业学院,理科,上海,376.6
江苏工业学院,理科,江苏,340.0
江苏工业学院,文科,浙江,504.3333333
江苏工业学院,文科,安徽,556.0
江苏工业学院,文科,福建,524.0
江苏工业学院,文科,山东,572.0
江苏工业学院,文科,湖北,502.25
江苏工业学院,文科,湖南,510.0
江苏工业学院,文科,广东,517.75
江苏工业学院,文科,重庆,504.3333333
江苏工业学院,理科,四川,520.6666667
江苏工业学院,理科,陕西,492.75
江苏工业学院,理科,甘肃,458.6666667
江苏工业学院,理科,河北,550.0
江苏工业学院,理科,山西,503.3333333
江苏工业学院,理科,内蒙古,423.3333333
江苏工业学院,理科,河南,529.6666667
江苏工业学院,理科,海南,609.6666667
江苏工业学院,理科,广西,466.25
江苏工业学院,文科,贵州,449.0
江苏工业学院,文科,云南,413.6666667
江苏工业学院,文科,青海,350.6666667
江苏工业学院,理科,宁夏,435.25
江苏工业学院,理科,新疆,413.3333333
江苏工业学院,文科,江西,538.0
南京林业大学,文科,北京,530.5
南京林业大学,理科,辽宁,542.6666667
南京林业大学,文科,吉林,526.0
南京林业大学,理科,黑龙江,523.3333333
南京林业大学,文科,上海,381.5
南京林业大学,文科,江苏,346.0
南京林业大学,文科,浙江,490.0
南京林业大学,文科,安徽,577.6666667
南京林业大学,文科,福建,531.6666667
南京林业大学,文科,山东,569.6666667
南京林业大学,理科,湖北,538.0
南京林业大学,理科,湖南,567.75
南京林业大学,文科,广东,540.3333333
南京林业大学,文科,重庆,538.25
南京林业大学,理科,四川,533.0
南京林业大学,文科,陕西,501.25
南京林业大学,理科,甘肃,502.25
南京林业大学,文科,河北,584.0
南京林业大学,文科,山西,550.0
南京林业大学,文科,内蒙古,499.6666667
南京林业大学,理科,河南,577.25
南京林业大学,文科,海南,623.0
南京林业大学,文科,广西,492.0
南京林业大学,文科,贵州,504.6666667
南京林业大学,文科,云南,536.25
南京林业大学,理科,西藏,372.0
南京林业大学,理科,青海,395.3333333
南京林业大学,理科,宁夏,453.0
南京林业大学,理科,新疆,381.0
南京林业大学,理科,江西,559.75
江苏大学,理科,北京,553.5
江苏大学,文科,天津,534.6666667
江苏大学,文科,辽宁,567.75
江苏大学,文科,吉林,523.6666667
江苏大学,理科,黑龙江,548.6666667
江苏大学,理科,上海,414.3333333
江苏大学,文科,江苏,325.6666667
江苏大学,文科,浙江,623.75
江苏大学,理科,安徽,546.6666667
江苏大学,理科,福建,531.5
江苏大学,理科,山东,601.5
江苏大学,文科,湖北,538.3333333
江苏大学,文科,湖南,542.6666667
江苏大学,理科,广东,553.6666667
江苏大学,文科,重庆,564.3333333
江苏大学,理科,四川,531.6666667
江苏大学,文科,陕西,520.6666667
江苏大学,理科,甘肃,512.0
江苏大学,文科,河北,556.0
江苏大学,理科,山西,526.6666667
江苏大学,文科,内蒙古,490.0
江苏大学,理科,河南,546.6666667
江苏大学,理科,海南,634.0
江苏大学,文科,广西,511.5
江苏大学,理科,贵州,483.0
江苏大学,文科,云南,512.0
江苏大学,文科,西藏,575.0
江苏大学,文科,青海,389.6666667
江苏大学,文科,宁夏,457.6666667
江苏大学,理科,新疆,490.0
江苏大学,文科,江西,556.0
盐城工学院,文科,北京,454.6
盐城工学院,文科,天津,424.25
盐城工学院,文科,辽宁,441.25
盐城工学院,文科,吉林,425.25
盐城工学院,理科,黑龙江,439.25
盐城工学院,文科,上海,362.25
盐城工学院,文科,江苏,312.0
盐城工学院,理科,浙江,468.75
盐城工学院,文科,安徽,500.25
盐城工学院,文科,福建,440.75
盐城工学院,理科,山东,504.5
盐城工学院,文科,湖北,449.5
盐城工学院,理科,湖南,463.0
盐城工学院,文科,广东,478.5
盐城工学院,理科,重庆,465.0
盐城工学院,文科,四川,454.25
盐城工学院,文科,陕西,436.25
盐城工学院,理科,甘肃,446.0
盐城工学院,文科,河北,496.0
盐城工学院,文科,山西,450.25
盐城工学院,文科,内蒙古,386.5
盐城工学院,理科,河南,483.0
盐城工学院,文科,海南,562.5
盐城工学院,文科,广西,416.0
盐城工学院,理科,贵州,381.6666667
盐城工学院,文科,云南,424.75
盐城工学院,理科,西藏,242.2
盐城工学院,理科,青海,366.25
盐城工学院,文科,宁夏,408.75
盐城工学院,文科,新疆,405.0
盐城工学院,理科,江西,490.6666667
南京医科大学,文科,北京,511.5
南京医科大学,理科,天津,556.6666667
南京医科大学,文科,上海,403.25
南京医科大学,理科,江苏,365.0
南京医科大学,文科,浙江,647.6666667
南京医科大学,文科,安徽,623.6666667
南京医科大学,理科,福建,500.5
南京医科大学,理科,山东,616.6666667
南京医科大学,理科,湖北,565.0
南京医科大学,文科,湖南,549.0
南京医科大学,文科,广东,565.0
南京医科大学,理科,重庆,563.5
南京医科大学,理科,四川,577.0
南京医科大学,文科,陕西,536.0
南京医科大学,文科,河南,565.0
南京医科大学,文科,贵州,471.3333333
南京医科大学,文科,西藏,600.0
南京医科大学,理科,江西,596.0
徐州医学院,理科,北京,505.8
徐州医学院,文科,辽宁,547.0
徐州医学院,文科,黑龙江,464.0
徐州医学院,理科,上海,394.2
徐州医学院,理科,江苏,336.3333333
徐州医学院,理科,浙江,483.75
徐州医学院,理科,安徽,528.25
徐州医学院,文科,福建,510.0
徐州医学院,文科,山东,549.6666667
徐州医学院,理科,湖北,482.3333333
徐州医学院,理科,湖南,490.0
徐州医学院,文科,广东,517.5
徐州医学院,文科,重庆,519.0
徐州医学院,文科,四川,488.25
徐州医学院,理科,陕西,526.0
