学校,文理科,招生省份,平均分数
北京大学,理科,北京,681.3333333
北京大学,文科,天津,690.5
北京大学,理科,辽宁,689.5
北京大学,文科,吉林,686.6
北京大学,理科,黑龙江,692.0
北京大学,理科,上海,538.6
北京大学,文科,江苏,421.0
北京大学,文科,浙江,737.3333333
北京大学,文科,安徽,691.75
北京大学,理科,福建,679.75
北京大学,文科,山东,691.75
北京大学,文科,湖北,690.75
北京大学,理科,湖南,684.75
北京大学,理科,广东,681.75
北京大学,理科,重庆,698.5
北京大学,理科,四川,693.8
北京大学,文科,陕西,700.25
北京大学,理科,甘肃,674.75
北京大学,文科,河北,704.25
北京大学,理科,山西,674.0
北京大学,理科,内蒙古,684.25
北京大学,文科,河南,689.5
北京大学,理科,海南,870.3333333
北京大学,文科,广西,689.5
北京大学,文科,贵州,685.5
北京大学,文科,云南,707.5
北京大学,文科,西藏,612.6666667
北京大学,理科,青海,649.6
北京大学,理科,宁夏,664.0
北京大学,理科,新疆,678.0
北京大学,理科,江西,677.0
中国人民大学,文科,北京,665.2
中国人民大学,理科,天津,670.2
中国人民大学,理科,辽宁,670.4
中国人民大学,文科,吉林,668.2
中国人民大学,理科,黑龙江,665.2
中国人民大学,文科,上海,491.75
中国人民大学,文科,江苏,402.8
中国人民大学,理科,浙江,704.5
中国人民大学,文科,安徽,663.0
中国人民大学,文科,福建,654.8
中国人民大学,理科,山东,662.0
中国人民大学,文科,湖北,662.6
中国人民大学,文科,湖南,659.4
中国人民大学,理科,广东,661.4
中国人民大学,理科,重庆,664.6
中国人民大学,文科,四川,681.6
中国人民大学,文科,陕西,673.2
中国人民大学,文科,甘肃,639.4
中国人民大学,理科,河北,683.0
中国人民大学,理科,山西,645.6
中国人民大学,理科,内蒙古,651.4
中国人民大学,文科,河南,670.2
中国人民大学,理科,海南,833.0
中国人民大学,理科,广西,655.0
中国人民大学,文科,贵州,658.75
中国人民大学,文科,云南,668.4
中国人民大学,理科,西藏,598.8
中国人民大学,理科,青海,613.6
中国人民大学,理科,宁夏,626.0
中国人民大学,理科,新疆,653.6666667
中国人民大学,理科,江西,658.0
清华大学,文科,北京,682.2
清华大学,文科,天津,691.25
清华大学,理科,辽宁,687.25
清华大学,文科,吉林,682.4
清华大学,理科,黑龙江,677.8
清华大学,文科,上海,552.0
清华大学,文科,江苏,418.2
清华大学,文科,浙江,726.0
清华大学,理科,安徽,683.4
清华大学,理科,福建,674.0
清华大学,文科,山东,690.4
清华大学,文科,湖北,680.4
清华大学,理科,湖南,680.6
清华大学,理科,广东,678.4
清华大学,文科,重庆,693.6
清华大学,理科,四川,689.0
清华大学,文科,陕西,690.0
清华大学,理科,甘肃,666.8
清华大学,理科,河北,692.6
清华大学,文科,山西,662.0
清华大学,理科,内蒙古,679.6
清华大学,文科,河南,685.4
清华大学,理科,海南,846.0
清华大学,理科,广西,676.4
清华大学,理科,贵州,681.0
清华大学,理科,云南,701.4
清华大学,理科,西藏,637.2
清华大学,文科,青海,630.8
清华大学,文科,宁夏,660.75
清华大学,理科,新疆,656.0
清华大学,文科,江西,681.0
北京航空航天大学,理科,北京,661.5
北京航空航天大学,理科,天津,667.0
北京航空航天大学,文科,辽宁,662.75
北京航空航天大学,文科,吉林,655.25
北京航空航天大学,理科,黑龙江,657.6
北京航空航天大学,文科,上海,497.75
北京航空航天大学,文科,江苏,390.25
北京航空航天大学,文科,浙江,673.75
北京航空航天大学,理科,安徽,662.2
北京航空航天大学,文科,福建,648.0
北京航空航天大学,文科,山东,670.75
北京航空航天大学,理科,湖北,657.6
北京航空航天大学,文科,湖南,652.6
北京航空航天大学,文科,广东,643.0
北京航空航天大学,理科,重庆,661.0
北京航空航天大学,文科,四川,665.0
北京航空航天大学,文科,陕西,665.4
北京航空航天大学,理科,甘肃,637.0
北京航空航天大学,理科,河北,679.6
北京航空航天大学,文科,山西,643.2
北京航空航天大学,文科,内蒙古,650.4
北京航空航天大学,理科,河南,669.0
北京航空航天大学,文科,海南,793.0
北京航空航天大学,理科,广西,643.4
北京航空航天大学,理科,贵州,638.0
北京航空航天大学,理科,云南,663.0
北京航空航天大学,文科,西藏,491.6666667
北京航空航天大学,理科,青海,590.5
北京航空航天大学,理科,宁夏,620.25
北京航空航天大学,理科,新疆,610.25
北京航空航天大学,文科,江西,651.8
北京理工大学,理科,北京,628.75
北京理工大学,文科,天津,613.25
北京理工大学,文科,辽宁,618.75
北京理工大学,理科,吉林,598.6
北京理工大学,理科,黑龙江,626.75
北京理工大学,文科,上海,456.4
北京理工大学,文科,江苏,379.0
北京理工大学,理科,浙江,671.8
北京理工大学,理科,安徽,616.6
北京理工大学,理科,福建,589.2
北京理工大学,文科,山东,664.25
北京理工大学,文科,湖北,597.8
北京理工大学,文科,湖南,606.4
北京理工大学,文科,广东,603.6
北京理工大学,文科,重庆,606.2
北京理工大学,理科,四川,581.0
北京理工大学,理科,陕西,611.8
北京理工大学,文科,甘肃,576.4
北京理工大学,文科,河北,663.75
北京理工大学,文科,山西,603.0
北京理工大学,文科,内蒙古,617.2
北京理工大学,理科,河南,630.75
北京理工大学,文科,海南,736.8
北京理工大学,理科,广西,600.25
北京理工大学,文科,贵州,584.5
北京理工大学,文科,云南,607.4
北京理工大学,理科,西藏,497.2
北京理工大学,理科,青海,472.6
北京理工大学,文科,宁夏,558.8
北京理工大学,文科,新疆,569.8
北京理工大学,文科,江西,609.25
中国农业大学,文科,北京,627.5
中国农业大学,理科,天津,608.0
中国农业大学,理科,辽宁,619.0
中国农业大学,文科,吉林,584.8
中国农业大学,文科,黑龙江,591.0
中国农业大学,文科,上海,448.8
中国农业大学,文科,江苏,383.2
中国农业大学,理科,浙江,653.2
中国农业大学,文科,安徽,615.8
中国农业大学,理科,福建,589.0
中国农业大学,理科,山东,622.75
中国农业大学,文科,湖北,605.6
中国农业大学,理科,湖南,600.0
中国农业大学,文科,广东,581.4
中国农业大学,理科,重庆,596.0
中国农业大学,文科,四川,620.2
中国农业大学,文科,陕西,547.0
中国农业大学,文科,甘肃,558.0
中国农业大学,文科,河北,627.6
中国农业大学,文科,山西,584.0
中国农业大学,理科,内蒙古,584.6
中国农业大学,文科,河南,615.4
中国农业大学,理科,海南,674.2
中国农业大学,文科,广西,582.0
中国农业大学,文科,贵州,564.4
中国农业大学,文科,云南,609.4
中国农业大学,文科,西藏,583.4
中国农业大学,理科,青海,526.4
中国农业大学,理科,宁夏,541.2
中国农业大学,文科,新疆,564.0
中国农业大学,文科,江西,605.2
北京师范大学,理科,北京,657.2
北京师范大学,文科,天津,632.25
北京师范大学,文科,辽宁,646.25
北京师范大学,文科,吉林,636.3333333
北京师范大学,文科,黑龙江,597.0
北京师范大学,文科,上海,482.8
北京师范大学,理科,江苏,379.25
北京师范大学,理科,浙江,677.0
北京师范大学,文科,安徽,623.25
北京师范大学,文科,福建,626.0
北京师范大学,理科,山东,663.0
北京师范大学,文科,湖北,596.3333333
北京师范大学,理科,湖南,610.2
北京师范大学,文科,广东,647.0
北京师范大学,文科,重庆,642.6666667
北京师范大学,文科,四川,611.6666667
北京师范大学,理科,陕西,633.6
北京师范大学,理科,甘肃,587.5
北京师范大学,文科,河北,646.5
北京师范大学,理科,山西,599.0
北京师范大学,文科,内蒙古,594.25
北京师范大学,文科,河南,599.3333333
北京师范大学,文科,海南,773.75
北京师范大学,理科,广西,575.0
北京师范大学,文科,贵州,583.0
北京师范大学,理科,云南,620.75
北京师范大学,文科,西藏,381.0
北京师范大学,理科,青海,554.6666667
北京师范大学,文科,宁夏,564.0
北京师范大学,文科,新疆,582.25
北京师范大学,理科,江西,610.6666667
中央民族大学,文科,北京,621.75
中央民族大学,文科,天津,611.0
中央民族大学,理科,辽宁,615.4
中央民族大学,文科,吉林,587.75
中央民族大学,文科,黑龙江,595.0
中央民族大学,文科,上海,428.4
中央民族大学,文科,江苏,375.4
中央民族大学,文科,浙江,649.0
中央民族大学,理科,安徽,612.8
中央民族大学,理科,福建,581.4
中央民族大学,文科,山东,622.4
中央民族大学,理科,湖北,604.8
中央民族大学,文科,湖南,602.2
中央民族大学,文科,广东,583.4
中央民族大学,理科,重庆,599.2
中央民族大学,理科,四川,622.8
中央民族大学,文科,陕西,584.2
中央民族大学,文科,甘肃,542.2
中央民族大学,文科,河北,634.8
中央民族大学,理科,山西,583.4
中央民族大学,文科,内蒙古,590.8
中央民族大学,理科,河南,617.6
中央民族大学,文科,海南,694.8
中央民族大学,理科,广西,593.8
中央民族大学,理科,贵州,593.0
中央民族大学,理科,云南,620.2
中央民族大学,理科,西藏,595.0
中央民族大学,理科,青海,480.8
中央民族大学,理科,宁夏,544.8
中央民族大学,理科,新疆,533.0
中央民族大学,理科,江西,607.8
南开大学,理科,北京,644.6
南开大学,理科,天津,580.75
南开大学,理科,辽宁,644.0
南开大学,文科,吉林,645.0
南开大学,理科,黑龙江,646.0
南开大学,文科,上海,470.0
南开大学,文科,江苏,381.75
南开大学,理科,浙江,679.4
南开大学,理科,安徽,625.8
南开大学,文科,福建,608.6
南开大学,理科,山东,658.8
南开大学,文科,湖北,629.6
南开大学,文科,湖南,626.0
南开大学,理科,广东,625.6
南开大学,文科,重庆,638.2
南开大学,文科,四川,634.2
南开大学,文科,陕西,649.6
南开大学,理科,甘肃,589.8
南开大学,理科,河北,651.2
南开大学,理科,山西,611.4
南开大学,理科,内蒙古,627.0
南开大学,文科,河南,638.4
南开大学,理科,海南,738.3333333
南开大学,理科,广西,606.75
南开大学,理科,贵州,602.5
南开大学,理科,云南,625.8
南开大学,理科,西藏,434.0
南开大学,理科,青海,530.3333333
南开大学,文科,宁夏,585.5
南开大学,理科,新疆,611.2
南开大学,文科,江西,624.8
天津大学,文科,北京,624.4
天津大学,文科,天津,496.6
天津大学,文科,辽宁,637.0
天津大学,文科,吉林,624.2
天津大学,理科,黑龙江,596.6
天津大学,文科,上海,462.8
天津大学,理科,江苏,384.0
天津大学,文科,浙江,663.8
天津大学,文科,安徽,640.6
天津大学,文科,福建,613.4
天津大学,理科,山东,633.6
天津大学,文科,湖北,612.0
天津大学,理科,湖南,608.8
天津大学,理科,广东,601.8
天津大学,理科,重庆,633.8
天津大学,理科,四川,639.4
天津大学,文科,陕西,621.6
天津大学,文科,甘肃,600.2
天津大学,理科,河北,656.0
天津大学,理科,山西,613.8
天津大学,文科,内蒙古,609.2
天津大学,文科,河南,638.6
天津大学,文科,海南,734.6
天津大学,理科,广西,608.8
天津大学,理科,贵州,615.75
天津大学,理科,云南,634.2
天津大学,理科,西藏,401.6
天津大学,文科,青海,536.2
天津大学,文科,宁夏,547.2
天津大学,理科,新疆,552.8
天津大学,文科,江西,618.4
大连理工大学,理科,北京,622.8
大连理工大学,文科,天津,603.75
大连理工大学,文科,辽宁,601.6
大连理工大学,理科,吉林,600.25
大连理工大学,文科,黑龙江,617.6
大连理工大学,文科,上海,445.4
大连理工大学,理科,江苏,379.0
大连理工大学,理科,浙江,664.0
大连理工大学,理科,安徽,630.75
大连理工大学,理科,福建,582.2
大连理工大学,理科,山东,640.6666667
大连理工大学,文科,湖北,620.75
大连理工大学,文科,湖南,613.5
大连理工大学,理科,广东,584.75
大连理工大学,理科,重庆,620.75
大连理工大学,文科,四川,636.75
大连理工大学,文科,陕西,592.6
大连理工大学,文科,甘肃,589.5
大连理工大学,文科,河北,640.4
大连理工大学,理科,山西,608.75
大连理工大学,理科,内蒙古,589.0
大连理工大学,理科,河南,628.2
大连理工大学,文科,海南,701.25
大连理工大学,理科,广西,594.75
大连理工大学,文科,贵州,598.0
大连理工大学,理科,云南,617.4
大连理工大学,理科,西藏,629.0
大连理工大学,文科,青海,520.75
大连理工大学,理科,宁夏,553.0
大连理工大学,文科,新疆,599.6666667
大连理工大学,文科,江西,608.0
东北大学,理科,北京,615.0
东北大学,文科,天津,599.75
东北大学,理科,辽宁,607.0
东北大学,文科,吉林,586.8
东北大学,理科,黑龙江,578.0
东北大学,文科,上海,429.0
东北大学,理科,江苏,375.6
东北大学,理科,浙江,650.4
东北大学,文科,安徽,611.8
东北大学,理科,福建,585.0
东北大学,理科,山东,611.4
东北大学,文科,湖北,609.4
东北大学,理科,湖南,604.2
东北大学,理科,广东,572.2
东北大学,文科,重庆,595.8
东北大学,理科,四川,619.4
东北大学,文科,陕西,583.8
东北大学,理科,甘肃,564.4
东北大学,文科,河北,629.6
东北大学,文科,山西,564.0
东北大学,文科,内蒙古,570.6
东北大学,理科,河南,601.75
东北大学,理科,海南,699.0
东北大学,理科,广西,559.4
东北大学,理科,贵州,588.2
东北大学,文科,云南,587.4
东北大学,理科,西藏,538.0
东北大学,理科,青海,476.0
东北大学,理科,宁夏,535.0
东北大学,文科,新疆,510.25
东北大学,理科,江西,608.6
吉林大学,理科,北京,581.6
吉林大学,理科,天津,594.0
吉林大学,文科,辽宁,558.5
吉林大学,文科,吉林,557.0
吉林大学,理科,黑龙江,559.75
吉林大学,文科,上海,432.5
吉林大学,文科,江苏,364.75
吉林大学,文科,浙江,648.8
吉林大学,文科,安徽,591.3333333
吉林大学,理科,福建,576.3333333
吉林大学,理科,山东,596.0
吉林大学,文科,湖北,574.0
吉林大学,理科,湖南,590.3333333
吉林大学,文科,广东,576.6666667
吉林大学,理科,重庆,585.6666667
吉林大学,理科,四川,552.0
吉林大学,文科,陕西,569.0
吉林大学,理科,甘肃,561.0
吉林大学,理科,河北,619.6666667
吉林大学,文科,山西,555.6666667
吉林大学,文科,内蒙古,549.6666667
吉林大学,文科,河南,553.0
吉林大学,文科,海南,665.0
吉林大学,文科,广西,557.0
吉林大学,理科,贵州,580.5
吉林大学,理科,云南,577.3333333
吉林大学,文科,西藏,407.6666667
吉林大学,理科,青海,426.6666667
吉林大学,文科,宁夏,524.0
吉林大学,文科,新疆,510.5
吉林大学,文科,江西,570.0
哈尔滨工业大学,文科,北京,615.4
哈尔滨工业大学,理科,天津,605.2
哈尔滨工业大学,理科,辽宁,641.0
哈尔滨工业大学,文科,吉林,629.8
哈尔滨工业大学,理科,黑龙江,623.6
哈尔滨工业大学,理科,上海,468.0
哈尔滨工业大学,文科,江苏,387.2
哈尔滨工业大学,文科,浙江,655.0
哈尔滨工业大学,文科,安徽,645.0
哈尔滨工业大学,文科,福建,614.6
哈尔滨工业大学,文科,山东,654.0
哈尔滨工业大学,理科,湖北,617.8
哈尔滨工业大学,理科,湖南,624.2
哈尔滨工业大学,文科,广东,610.0
哈尔滨工业大学,文科,重庆,636.4
哈尔滨工业大学,文科,四川,637.6
哈尔滨工业大学,理科,陕西,627.2
哈尔滨工业大学,理科,甘肃,603.2
哈尔滨工业大学,理科,河北,657.6
哈尔滨工业大学,理科,山西,612.2
哈尔滨工业大学,文科,内蒙古,624.8
哈尔滨工业大学,理科,河南,645.4
哈尔滨工业大学,文科,海南,748.8
哈尔滨工业大学,文科,广西,577.8
哈尔滨工业大学,文科,贵州,616.4
哈尔滨工业大学,文科,云南,639.0
哈尔滨工业大学,理科,西藏,634.0
哈尔滨工业大学,理科,青海,517.0
哈尔滨工业大学,理科,宁夏,594.8
哈尔滨工业大学,文科,新疆,588.6
哈尔滨工业大学,文科,江西,623.8
复旦大学,文科,北京,667.4
复旦大学,理科,天津,670.0
复旦大学,理科,辽宁,676.8
复旦大学,理科,吉林,677.0
复旦大学,文科,黑龙江,673.2
复旦大学,文科,上海,478.6666667
复旦大学,文科,江苏,413.8
复旦大学,文科,浙江,724.25
复旦大学,理科,安徽,673.6
复旦大学,理科,福建,667.0
复旦大学,理科,山东,672.0
复旦大学,理科,湖北,669.4
复旦大学,文科,湖南,671.2
复旦大学,文科,广东,673.0
复旦大学,理科,重庆,654.8
复旦大学,文科,四川,681.8
复旦大学,文科,陕西,670.8
复旦大学,文科,甘肃,636.4
复旦大学,理科,河北,682.6
复旦大学,理科,山西,661.4
复旦大学,理科,内蒙古,664.6
复旦大学,文科,河南,685.8
复旦大学,理科,海南,807.8
复旦大学,文科,广西,665.8
复旦大学,理科,贵州,665.2
复旦大学,文科,云南,682.8
复旦大学,文科,西藏,613.0
复旦大学,理科,青海,640.0
复旦大学,理科,宁夏,635.8
复旦大学,文科,新疆,661.25
复旦大学,理科,江西,670.4
同济大学,理科,北京,661.2
同济大学,理科,天津,660.0
同济大学,理科,辽宁,658.2
同济大学,理科,吉林,652.8
同济大学,文科,黑龙江,651.0
同济大学,理科,上海,480.6
同济大学,文科,江苏,392.2
同济大学,文科,浙江,681.25
同济大学,文科,安徽,653.8
同济大学,文科,福建,639.2
同济大学,理科,山东,664.6
同济大学,文科,湖北,653.8
同济大学,文科,湖南,651.0
同济大学,文科,广东,641.8
同济大学,理科,重庆,657.8
同济大学,文科,四川,666.4
同济大学,理科,陕西,663.2
同济大学,理科,甘肃,626.4
同济大学,文科,河北,666.0
同济大学,文科,山西,637.4
同济大学,文科,内蒙古,639.4
同济大学,理科,河南,647.6
同济大学,理科,海南,790.2
同济大学,文科,广西,637.6
同济大学,文科,贵州,640.6
同济大学,文科,云南,659.6
同济大学,文科,西藏,519.0
同济大学,文科,青海,563.2
同济大学,理科,宁夏,613.0
同济大学,理科,新疆,631.0
同济大学,理科,江西,647.4
上海交通大学,理科,北京,660.2
上海交通大学,文科,天津,640.5
上海交通大学,理科,辽宁,682.0
上海交通大学,理科,吉林,689.0
上海交通大学,文科,黑龙江,661.0
上海交通大学,理科,上海,481.0
上海交通大学,理科,江苏,402.5
上海交通大学,理科,浙江,724.6666667
上海交通大学,文科,安徽,668.0
上海交通大学,文科,福建,663.0
上海交通大学,文科,山东,682.25
上海交通大学,文科,湖北,681.6666667
上海交通大学,文科,湖南,672.6666667
上海交通大学,文科,广东,673.75
上海交通大学,文科,重庆,686.3333333
上海交通大学,文科,四川,675.6666667
上海交通大学,理科,陕西,688.6666667
上海交通大学,文科,甘肃,639.6
上海交通大学,文科,河北,703.0
上海交通大学,文科,山西,670.0
上海交通大学,理科,内蒙古,648.75
上海交通大学,文科,河南,673.0
上海交通大学,文科,海南,826.6666667
上海交通大学,文科,广西,675.0
上海交通大学,文科,贵州,681.0
上海交通大学,理科,云南,674.5
上海交通大学,文科,西藏,681.0
上海交通大学,文科,青海,633.0
上海交通大学,理科,宁夏,610.3333333
上海交通大学,理科,新疆,644.6666667
上海交通大学,文科,江西,670.3333333
华东师范大学,文科,北京,643.6
华东师范大学,文科,天津,632.2
华东师范大学,文科,辽宁,642.0
华东师范大学,文科,吉林,629.8
华东师范大学,文科,黑龙江,623.2
华东师范大学,文科,上海,470.0
华东师范大学,文科,江苏,388.8
华东师范大学,文科,浙江,672.75
华东师范大学,文科,安徽,636.0
华东师范大学,文科,福建,623.6
华东师范大学,理科,山东,633.2
华东师范大学,文科,湖北,625.0
华东师范大学,文科,湖南,619.8
华东师范大学,理科,广东,603.0
华东师范大学,理科,重庆,632.6
华东师范大学,理科,四川,642.8
华东师范大学,理科,陕西,637.8
华东师范大学,理科,甘肃,591.6
华东师范大学,理科,河北,636.8
华东师范大学,理科,山西,611.8
华东师范大学,理科,内蒙古,613.6
华东师范大学,文科,河南,641.6
华东师范大学,理科,海南,736.6
华东师范大学,理科,广西,624.2
华东师范大学,文科,贵州,622.4
华东师范大学,文科,云南,651.0
华东师范大学,理科,西藏,504.6
华东师范大学,文科,青海,558.4
华东师范大学,文科,宁夏,589.4
华东师范大学,理科,新疆,579.4
华东师范大学,文科,江西,628.8
南京大学,理科,北京,662.4
南京大学,文科,天津,635.0
南京大学,理科,辽宁,663.4
南京大学,文科,吉林,669.5
南京大学,理科,黑龙江,667.4
南京大学,文科,上海,478.2
南京大学,理科,江苏,391.6
南京大学,理科,浙江,686.0
南京大学,理科,安徽,665.4
南京大学,理科,福建,647.25
南京大学,理科,山东,676.0
南京大学,理科,湖北,660.4
南京大学,文科,湖南,657.2
南京大学,理科,广东,655.6
南京大学,文科,重庆,657.2
南京大学,文科,四川,660.2
南京大学,文科,陕西,670.4
南京大学,理科,甘肃,638.4
南京大学,文科,河北,680.8
南京大学,理科,山西,639.8
南京大学,理科,内蒙古,659.75
南京大学,文科,河南,666.4
南京大学,理科,海南,777.2
南京大学,文科,广西,652.75
南京大学,文科,贵州,652.75
南京大学,理科,云南,669.5
南京大学,理科,西藏,410.0
南京大学,文科,青海,592.0
南京大学,文科,宁夏,619.6666667
南京大学,理科,新疆,637.5
南京大学,理科,江西,653.6
东南大学,理科,北京,645.4
东南大学,理科,天津,633.25
东南大学,理科,辽宁,648.8
东南大学,文科,吉林,636.4
东南大学,文科,黑龙江,635.6
东南大学,文科,上海,468.5
东南大学,文科,江苏,393.4
东南大学,文科,浙江,674.75
东南大学,理科,安徽,637.8
东南大学,文科,福建,603.6
东南大学,理科,山东,650.2
东南大学,文科,湖北,627.2
东南大学,文科,湖南,628.4
东南大学,文科,广东,609.0
东南大学,理科,重庆,640.2
东南大学,理科,四川,653.6
东南大学,文科,陕西,639.6
东南大学,理科,甘肃,614.0
东南大学,文科,河北,652.4
东南大学,理科,山西,615.6
东南大学,理科,内蒙古,598.0
东南大学,理科,河南,636.4
东南大学,理科,海南,742.5
东南大学,文科,广西,621.0
东南大学,理科,贵州,626.6
东南大学,理科,云南,638.2
东南大学,理科,西藏,608.0
东南大学,文科,青海,549.6
东南大学,文科,宁夏,589.0
东南大学,理科,新疆,609.4
东南大学,理科,江西,625.0
中国矿业大学(徐州),理科,北京,528.2
中国矿业大学(徐州),文科,天津,554.6666667
中国矿业大学(徐州),文科,辽宁,554.6
中国矿业大学(徐州),文科,吉林,548.75
中国矿业大学(徐州),理科,黑龙江,560.2
中国矿业大学(徐州),文科,上海,439.2
中国矿业大学(徐州),理科,江苏,369.0
中国矿业大学(徐州),理科,浙江,575.0
中国矿业大学(徐州),文科,安徽,580.2
中国矿业大学(徐州),文科,福建,559.4
中国矿业大学(徐州),文科,山东,575.0
中国矿业大学(徐州),理科,湖北,573.4
中国矿业大学(徐州),文科,湖南,569.8
中国矿业大学(徐州),理科,广东,564.2
中国矿业大学(徐州),文科,重庆,550.6
中国矿业大学(徐州),理科,四川,572.6
中国矿业大学(徐州),文科,陕西,529.0
中国矿业大学(徐州),理科,甘肃,526.6
中国矿业大学(徐州),文科,河北,598.0
中国矿业大学(徐州),理科,山西,564.4
中国矿业大学(徐州),理科,内蒙古,531.2
中国矿业大学(徐州),理科,河南,580.2
中国矿业大学(徐州),文科,海南,651.8
中国矿业大学(徐州),文科,广西,549.0
中国矿业大学(徐州),文科,贵州,536.0
中国矿业大学(徐州),理科,云南,552.4
中国矿业大学(徐州),文科,西藏,353.5
中国矿业大学(徐州),理科,青海,417.25
中国矿业大学(徐州),理科,宁夏,459.25
中国矿业大学(徐州),文科,新疆,468.75
中国矿业大学(徐州),文科,江西,576.0
浙江大学,文科,北京,657.8
浙江大学,文科,天津,629.0
浙江大学,理科,辽宁,665.8
浙江大学,文科,吉林,663.3333333
浙江大学,文科,黑龙江,668.0
浙江大学,理科,上海,484.75
浙江大学,文科,江苏,398.0
浙江大学,文科,浙江,686.6666667
浙江大学,理科,安徽,676.6666667
浙江大学,文科,福建,661.0
浙江大学,文科,山东,682.0
浙江大学,理科,湖北,664.25
浙江大学,理科,湖南,651.25
浙江大学,理科,广东,643.6666667
浙江大学,文科,重庆,662.25
浙江大学,理科,四川,661.75
浙江大学,文科,陕西,673.5
浙江大学,文科,甘肃,636.0
浙江大学,理科,河北,690.0
浙江大学,文科,山西,636.0
浙江大学,理科,内蒙古,639.25
浙江大学,文科,河南,673.3333333
浙江大学,文科,海南,802.0
浙江大学,文科,广西,631.6666667
浙江大学,文科,贵州,647.0
浙江大学,文科,云南,657.3333333
浙江大学,理科,西藏,474.0
浙江大学,理科,青海,607.0
浙江大学,文科,宁夏,607.3333333
浙江大学,理科,新疆,590.0
浙江大学,理科,江西,661.3333333
中国科学技术大学,文科,北京,666.8
中国科学技术大学,理科,天津,599.5
中国科学技术大学,理科,辽宁,664.5
中国科学技术大学,文科,吉林,655.5
中国科学技术大学,文科,黑龙江,661.75
中国科学技术大学,理科,上海,483.25
中国科学技术大学,文科,江苏,391.25
中国科学技术大学,理科,浙江,712.75
中国科学技术大学,文科,安徽,663.3333333
中国科学技术大学,理科,福建,642.3333333
中国科学技术大学,理科,山东,676.0
中国科学技术大学,理科,湖北,663.0
中国科学技术大学,文科,湖南,658.6666667
中国科学技术大学,理科,广东,655.0
中国科学技术大学,理科,重庆,655.25
中国科学技术大学,理科,四川,638.6666667
中国科学技术大学,文科,陕西,674.3333333
中国科学技术大学,文科,甘肃,633.0
中国科学技术大学,理科,河北,683.6666667
中国科学技术大学,文科,山西,628.25
中国科学技术大学,理科,内蒙古,628.5
中国科学技术大学,理科,河南,655.3333333
中国科学技术大学,文科,海南,643.0
中国科学技术大学,文科,广西,646.5
中国科学技术大学,文科,贵州,637.6666667
中国科学技术大学,理科,云南,644.5
中国科学技术大学,文科,西藏,644.0
中国科学技术大学,文科,青海,609.5
中国科学技术大学,文科,宁夏,603.0
中国科学技术大学,理科,新疆,642.25
中国科学技术大学,理科,江西,650.3333333
厦门大学,理科,北京,645.0
厦门大学,理科,天津,620.0
厦门大学,理科,辽宁,646.4
厦门大学,文科,吉林,622.4
厦门大学,理科,黑龙江,623.6
厦门大学,文科,上海,474.4
厦门大学,文科,江苏,387.2
厦门大学,文科,浙江,680.8
厦门大学,理科,安徽,640.6
厦门大学,文科,福建,599.0
厦门大学,文科,山东,652.6
厦门大学,文科,湖北,626.2
厦门大学,理科,湖南,631.8
厦门大学,理科,广东,605.4
厦门大学,理科,重庆,627.6
厦门大学,文科,四川,649.6
厦门大学,理科,陕西,615.8
厦门大学,理科,甘肃,585.4
厦门大学,理科,河北,648.2
厦门大学,文科,山西,618.2
厦门大学,文科,内蒙古,608.0
厦门大学,理科,河南,653.2
厦门大学,文科,海南,748.0
厦门大学,理科,广西,618.8
厦门大学,文科,贵州,615.6
厦门大学,理科,云南,641.0
厦门大学,理科,西藏,631.8
厦门大学,文科,青海,532.8
厦门大学,文科,宁夏,577.2
厦门大学,文科,新疆,608.4
厦门大学,理科,江西,630.8
山东大学,文科,北京,634.2
山东大学,文科,天津,619.2
山东大学,理科,辽宁,634.2
山东大学,文科,吉林,603.4
山东大学,理科,黑龙江,602.4
山东大学,文科,上海,450.5
山东大学,理科,江苏,385.8
山东大学,理科,浙江,664.25
山东大学,理科,安徽,630.0
山东大学,理科,福建,606.8
山东大学,文科,山东,627.6
山东大学,理科,湖北,613.2
山东大学,理科,湖南,615.2
山东大学,理科,广东,575.6
山东大学,理科,重庆,616.2
山东大学,理科,四川,632.2
山东大学,文科,陕西,597.2
山东大学,理科,甘肃,579.2
山东大学,文科,河北,642.2
山东大学,理科,山西,603.6
山东大学,理科,内蒙古,592.6
山东大学,文科,河南,638.4
山东大学,文科,海南,698.2
山东大学,理科,广西,600.6
山东大学,文科,贵州,598.6
山东大学,文科,云南,625.2
山东大学,理科,西藏,472.8
山东大学,文科,青海,517.8
山东大学,文科,宁夏,515.4
山东大学,理科,新疆,573.6
山东大学,文科,江西,618.6
中国海洋大学,文科,北京,611.8
中国海洋大学,理科,天津,607.75
中国海洋大学,理科,辽宁,602.2
中国海洋大学,文科,吉林,585.8
中国海洋大学,理科,黑龙江,601.4
中国海洋大学,文科,上海,428.0
中国海洋大学,理科,江苏,377.2
中国海洋大学,理科,浙江,640.8
中国海洋大学,理科,安徽,618.2
中国海洋大学,理科,福建,586.4
中国海洋大学,理科,山东,622.2
中国海洋大学,理科,湖北,605.6
中国海洋大学,文科,湖南,610.6
中国海洋大学,文科,广东,569.0
中国海洋大学,文科,重庆,588.4
中国海洋大学,文科,四川,619.6
中国海洋大学,文科,陕西,581.0
中国海洋大学,理科,甘肃,566.6
中国海洋大学,理科,河北,631.4
中国海洋大学,理科,山西,594.2
